,children,days_employed,dob_years,education,education_id,family_status,family_status_id,gender,income_type,debt,total_income,purpose,family_status_factorize,total_income_categorical,total_income_categorical_factorize,purpose_factorize,dob_years_categorical,days_employed_categorical
8641,0,0.45987840541380887,50,высшее,0,женат / замужем,0,F,сотрудник,0,255396.0665131595,жильё,0,75-100%,0,0,50-75%,50-75%
8642,0,0.532475045518691,45,среднее,1,гражданский брак,1,F,сотрудник,0,68206.89348948537,образование,1,0-25%,3,2,50-75%,75-100%
8643,0,0.16183649972319966,34,среднее,1,вдовец / вдова,2,F,сотрудник,0,205103.31196157195,образование,2,75-100%,0,2,25-50%,25-50%
8644,0,30.25192430620015,62,среднее,1,Не женат / не замужем,4,M,пенсионер,0,157566.42943520928,жильё,4,50-75%,2,0,75-100%,75-100%
8645,0,0.34244436782807086,43,высшее,0,женат / замужем,0,M,компаньон,0,189264.5834860631,жильё,0,50-75%,2,0,50-75%,50-75%
8646,1,0.23640468175712454,40,высшее,0,женат / замужем,0,F,компаньон,0,121789.76328878952,жильё,0,25-50%,1,0,25-50%,50-75%
8647,2,0.08055687052336558,38,среднее,1,женат / замужем,0,F,сотрудник,0,163338.96406874876,жильё,0,50-75%,2,0,25-50%,0-25%
8648,0,0.10422357360880787,60,среднее,1,женат / замужем,0,M,компаньон,0,184687.5783360404,жильё,0,50-75%,2,0,75-100%,25-50%
8649,3,0.2207882934289382,46,начальное,3,женат / замужем,0,M,компаньон,0,127878.04550926563,образование,0,25-50%,1,2,50-75%,50-75%
8650,0,0.23386272145604073,44,среднее,1,женат / замужем,0,F,сотрудник,0,57227.8062595696,образование,0,0-25%,3,2,50-75%,50-75%
8651,0,36.136527770197304,69,среднее,1,вдовец / вдова,2,F,пенсионер,0,137117.8531107716,автомобиль,2,25-50%,1,1,75-100%,75-100%
8652,2,0.012203034401246727,33,неоконченное высшее,2,женат / замужем,0,M,компаньон,0,104611.91296857828,жильё,0,25-50%,1,0,25-50%,0-25%
8653,0,33.44072182592909,64,среднее,1,гражданский брак,1,M,пенсионер,0,169022.7784307502,образование,1,50-75%,2,2,75-100%,75-100%
8654,2,0.648729250670384,37,среднее,1,женат / замужем,0,M,сотрудник,0,250841.13841686977,автомобиль,0,75-100%,0,1,25-50%,75-100%
8655,1,0.24758291547271746,50,высшее,0,гражданский брак,1,F,сотрудник,0,32178.21367783216,свадьба,1,0-25%,3,3,50-75%,50-75%
8656,0,0.24108314726456018,49,среднее,1,женат / замужем,0,F,сотрудник,0,86555.99061538793,жильё,0,0-25%,3,0,50-75%,50-75%
8657,1,0.41167138422558186,35,среднее,1,Не женат / не замужем,4,F,сотрудник,0,191667.83419499933,жильё,4,50-75%,2,0,25-50%,50-75%
8658,2,34.641579165196994,39,среднее,1,женат / замужем,0,M,пенсионер,0,117098.22682719668,жильё,0,25-50%,1,0,25-50%,75-100%
8659,2,0.00912473613913169,24,высшее,0,гражданский брак,1,F,сотрудник,0,73361.87290245299,свадьба,1,0-25%,3,3,0-25%,0-25%
8660,0,0.09495455430827154,42,высшее,0,женат / замужем,0,F,компаньон,0,140820.08271903373,автомобиль,0,25-50%,1,1,50-75%,25-50%
8661,0,36.45395610331978,65,среднее,1,женат / замужем,0,F,пенсионер,0,205212.20734489508,автомобиль,0,75-100%,0,1,75-100%,75-100%
8662,1,0.04469870625641947,34,среднее,1,женат / замужем,0,M,сотрудник,0,155182.43248823882,образование,0,50-75%,2,2,25-50%,0-25%
8663,0,0.1547407341212405,43,среднее,1,гражданский брак,1,F,сотрудник,0,83892.3135938247,свадьба,1,0-25%,3,3,50-75%,25-50%
8664,0,0.01134989283227113,22,высшее,0,гражданский брак,1,F,компаньон,0,57111.62638213332,автомобиль,1,0-25%,3,1,0-25%,0-25%
8666,2,0.10520727227396254,42,среднее,1,женат / замужем,0,M,сотрудник,0,259048.82561899527,жильё,0,75-100%,0,0,50-75%,25-50%
8667,0,0.4499248299510758,58,среднее,1,женат / замужем,0,M,компаньон,0,237286.51875194843,жильё,0,75-100%,0,0,75-100%,50-75%
8668,0,0.17976746162140056,54,среднее,1,женат / замужем,0,M,сотрудник,0,179174.9046895451,образование,0,50-75%,2,2,75-100%,25-50%
8669,1,0.3806596237093453,49,среднее,1,женат / замужем,0,F,сотрудник,0,82448.04710779236,жильё,0,0-25%,3,0,50-75%,50-75%
8670,0,0.0722448649925274,22,высшее,0,женат / замужем,0,M,компаньон,0,251268.5088391385,жильё,0,75-100%,0,0,0-25%,0-25%
8671,1,0.15676836107311423,41,высшее,0,гражданский брак,1,F,компаньон,0,239131.14944757236,образование,1,75-100%,0,2,25-50%,25-50%
8672,0,0.22308342650323895,21,среднее,1,Не женат / не замужем,4,M,сотрудник,0,216923.4899032637,автомобиль,4,75-100%,0,1,0-25%,50-75%
8673,1,0.11697362123691668,49,среднее,1,гражданский брак,1,M,сотрудник,0,94925.68846447812,жильё,1,0-25%,3,0,50-75%,25-50%
8674,2,0.040067277124259754,49,среднее,1,женат / замужем,0,M,сотрудник,0,181709.46285564717,образование,0,50-75%,2,2,50-75%,0-25%
8675,2,0.3997726727780714,35,среднее,1,женат / замужем,0,F,госслужащий,1,173792.25875467973,образование,0,50-75%,2,2,25-50%,50-75%
8676,2,0.16065576770149423,35,среднее,1,гражданский брак,1,M,сотрудник,0,121832.98831192164,жильё,1,25-50%,1,0,25-50%,25-50%
8677,0,30.359337365046184,52,среднее,1,гражданский брак,1,F,пенсионер,0,151900.316416175,свадьба,1,50-75%,2,3,50-75%,75-100%
8678,0,0.049096112824919,56,среднее,1,женат / замужем,0,F,госслужащий,0,110735.08793512266,автомобиль,0,25-50%,1,1,75-100%,0-25%
8679,0,31.999702957952103,62,среднее,1,женат / замужем,0,F,пенсионер,0,181109.9220905288,автомобиль,0,50-75%,2,1,75-100%,75-100%
8682,0,0.3243028478648666,45,среднее,1,гражданский брак,1,F,сотрудник,0,256075.3681244594,свадьба,1,75-100%,0,3,50-75%,50-75%
8683,0,0.19726753531783517,46,среднее,1,в разводе,3,F,сотрудник,0,285406.85493614373,автомобиль,3,75-100%,0,1,50-75%,25-50%
8684,0,33.3092690258224,63,среднее,1,вдовец / вдова,2,F,пенсионер,0,223383.42595663827,образование,2,75-100%,0,2,75-100%,75-100%
8685,0,33.78243701169403,55,высшее,0,женат / замужем,0,F,пенсионер,0,99420.12285419268,жильё,0,0-25%,3,0,75-100%,75-100%
8686,1,0.22185921387332716,30,высшее,0,женат / замужем,0,F,сотрудник,0,187833.51115555328,жильё,0,50-75%,2,0,0-25%,50-75%
8687,0,0.14996922420303696,42,высшее,0,женат / замужем,0,M,компаньон,0,192470.27175415552,жильё,0,50-75%,2,0,50-75%,25-50%
8688,3,0.22136610328410566,34,среднее,1,женат / замужем,0,F,сотрудник,0,93387.8737568204,образование,0,0-25%,3,2,25-50%,50-75%
8689,0,0.009986269810508909,48,неоконченное высшее,2,Не женат / не замужем,4,M,сотрудник,0,135067.38691228008,жильё,4,25-50%,1,0,50-75%,0-25%
8690,0,35.667276621669885,54,среднее,1,женат / замужем,0,M,пенсионер,0,106080.38055066072,образование,0,25-50%,1,2,75-100%,75-100%
8691,0,32.58593073059184,63,среднее,1,женат / замужем,0,F,пенсионер,0,34558.33885211022,образование,0,0-25%,3,2,75-100%,75-100%
8692,0,31.329057597262732,64,высшее,0,женат / замужем,0,M,пенсионер,0,130739.75995535578,автомобиль,0,25-50%,1,1,75-100%,75-100%
8693,0,1.244111992526501,53,среднее,1,женат / замужем,0,F,компаньон,0,106766.25652845074,образование,0,25-50%,1,2,75-100%,75-100%
8694,0,34.54387558722467,57,среднее,1,женат / замужем,0,F,пенсионер,0,83635.50624938891,образование,0,0-25%,3,2,75-100%,75-100%
8695,0,36.09623652284151,54,среднее,1,гражданский брак,1,M,пенсионер,1,89844.11448020098,жильё,1,0-25%,3,0,75-100%,75-100%
8696,0,0.05719467640170473,35,среднее,1,Не женат / не замужем,4,M,сотрудник,0,84668.61428236843,жильё,4,0-25%,3,0,25-50%,0-25%
8697,0,0.2678559408151927,33,среднее,1,в разводе,3,F,сотрудник,0,85032.43489075855,жильё,3,0-25%,3,0,25-50%,50-75%
8698,0,0.0477118675102529,26,высшее,0,женат / замужем,0,F,компаньон,0,137863.4956730797,жильё,0,25-50%,1,0,0-25%,0-25%
8699,0,0.09180818226412335,36,высшее,0,женат / замужем,0,F,компаньон,0,327278.2365973099,автомобиль,0,75-100%,0,1,25-50%,25-50%
8700,0,0.1763632653707159,31,среднее,1,женат / замужем,0,M,сотрудник,0,132367.07595153918,образование,0,25-50%,1,2,0-25%,25-50%
8701,0,0.019574793686548724,67,среднее,1,женат / замужем,0,F,компаньон,0,139315.1919214884,жильё,0,25-50%,1,0,75-100%,0-25%
8702,0,0.022385225057251212,24,среднее,1,женат / замужем,0,F,компаньон,1,104907.07506352192,образование,0,25-50%,1,2,0-25%,0-25%
8703,1,0.14619166950643808,22,среднее,1,женат / замужем,0,M,компаньон,0,52832.04111700051,жильё,0,0-25%,3,0,0-25%,25-50%
8704,1,0.12339816276163067,26,высшее,0,женат / замужем,0,F,сотрудник,0,140928.83452307727,образование,0,25-50%,1,2,0-25%,25-50%
8705,0,0.26212009523234436,52,среднее,1,Не женат / не замужем,4,F,сотрудник,0,135169.78070334418,жильё,4,25-50%,1,0,50-75%,50-75%
8706,0,0.14535967032046535,28,среднее,1,Не женат / не замужем,4,M,сотрудник,1,246133.0907379589,автомобиль,4,75-100%,0,1,0-25%,25-50%
8708,0,0.44934621118043033,49,среднее,1,женат / замужем,0,M,сотрудник,0,255137.87072170625,жильё,0,75-100%,0,0,50-75%,50-75%
8709,0,32.12480488167288,59,среднее,1,гражданский брак,1,F,пенсионер,0,196317.0598919913,свадьба,1,50-75%,2,3,75-100%,75-100%
8710,1,0.15944150472969892,37,среднее,1,вдовец / вдова,2,F,сотрудник,0,168466.29978911922,образование,2,50-75%,2,2,25-50%,25-50%
8711,0,0.15425408220089448,40,среднее,1,женат / замужем,0,F,сотрудник,0,119748.76599594353,жильё,0,25-50%,1,0,25-50%,25-50%
8712,0,1.1357777045888664,52,среднее,1,гражданский брак,1,M,компаньон,0,118265.36023111203,свадьба,1,25-50%,1,3,50-75%,75-100%
8713,0,0.04956609891698156,45,среднее,1,женат / замужем,0,F,госслужащий,0,98871.5924725655,жильё,0,0-25%,3,0,50-75%,0-25%
8714,1,0.02314503280739135,25,высшее,0,женат / замужем,0,F,компаньон,0,158519.30688021972,жильё,0,50-75%,2,0,0-25%,0-25%
8716,0,0.03719843688076368,56,среднее,1,Не женат / не замужем,4,F,сотрудник,0,95525.8764725092,образование,4,0-25%,3,2,75-100%,0-25%
8717,3,0.30632785635158116,37,среднее,1,женат / замужем,0,M,сотрудник,0,251628.5662860059,образование,0,75-100%,0,2,25-50%,50-75%
8718,0,0.039725610948178676,24,неоконченное высшее,2,Не женат / не замужем,4,F,компаньон,0,131672.75044891445,жильё,4,25-50%,1,0,0-25%,0-25%
8719,1,0.05133626819545371,40,высшее,0,Не женат / не замужем,4,F,сотрудник,0,108711.72301076572,образование,4,25-50%,1,2,25-50%,0-25%
8720,0,0.3052672453561538,50,среднее,1,Не женат / не замужем,4,F,сотрудник,0,87288.03351729989,автомобиль,4,0-25%,3,1,50-75%,50-75%
8721,1,0.2881007514972897,38,среднее,1,в разводе,3,M,сотрудник,1,197382.59824164133,автомобиль,3,50-75%,2,1,25-50%,50-75%
8722,0,0.13799568615294372,52,среднее,1,женат / замужем,0,M,компаньон,0,140016.1078926519,образование,0,25-50%,1,2,50-75%,25-50%
8723,2,0.3014522301287454,33,высшее,0,женат / замужем,0,F,сотрудник,0,120515.8434581818,жильё,0,25-50%,1,0,25-50%,50-75%
8724,0,0.05920578950605168,48,среднее,1,женат / замужем,0,F,сотрудник,0,159518.9645391517,жильё,0,50-75%,2,0,50-75%,0-25%
8725,0,0.6403365304087705,42,среднее,1,женат / замужем,0,F,сотрудник,0,305085.9788639175,автомобиль,0,75-100%,0,1,50-75%,75-100%
8727,0,35.94702809676077,60,среднее,1,женат / замужем,0,F,пенсионер,0,141106.18516907515,автомобиль,0,25-50%,1,1,75-100%,75-100%
8728,0,34.287984472641796,72,среднее,1,вдовец / вдова,2,F,пенсионер,0,170946.79112633126,жильё,2,50-75%,2,0,75-100%,75-100%
8729,3,0.47280856865426224,38,среднее,1,женат / замужем,0,F,компаньон,0,101506.40939130347,автомобиль,0,0-25%,3,1,25-50%,50-75%
8730,0,0.06601611989363171,24,среднее,1,Не женат / не замужем,4,F,компаньон,0,229124.41131591343,жильё,4,75-100%,0,0,0-25%,0-25%
8731,1,0.24080136526253176,34,высшее,0,женат / замужем,0,F,сотрудник,0,336704.9513639207,автомобиль,0,75-100%,0,1,25-50%,50-75%
8732,0,0.014588452527331486,23,среднее,1,гражданский брак,1,M,сотрудник,0,126579.4329461996,свадьба,1,25-50%,1,3,0-25%,0-25%
8734,1,0.21535363848190858,29,среднее,1,женат / замужем,0,F,сотрудник,0,58726.463268692365,жильё,0,0-25%,3,0,0-25%,50-75%
8735,0,1.3005417716825687,53,среднее,1,женат / замужем,0,M,компаньон,0,174484.33349021495,жильё,0,50-75%,2,0,75-100%,75-100%
8736,1,0.04364023321445088,26,высшее,0,женат / замужем,0,F,сотрудник,1,138972.70323782336,автомобиль,0,25-50%,1,1,0-25%,0-25%
8737,0,0.4129807696124777,43,среднее,1,гражданский брак,1,F,сотрудник,0,250771.83934109265,свадьба,1,75-100%,0,3,50-75%,50-75%
8738,0,0.21720175335553765,41,среднее,1,женат / замужем,0,F,компаньон,0,204734.45917936903,жильё,0,75-100%,0,0,25-50%,50-75%
8739,0,0.11283779679277776,34,высшее,0,гражданский брак,1,F,сотрудник,0,115367.54906159696,свадьба,1,25-50%,1,3,25-50%,25-50%
8740,0,0.12306221593134659,51,высшее,0,гражданский брак,1,F,сотрудник,0,350161.8606481523,свадьба,1,75-100%,0,3,50-75%,25-50%
8741,1,0.10400343224123004,32,высшее,0,в разводе,3,M,сотрудник,0,170736.54652820926,жильё,3,50-75%,2,0,0-25%,25-50%
8742,1,36.08472017412179,58,среднее,1,женат / замужем,0,M,пенсионер,0,122091.90745830644,жильё,0,25-50%,1,0,75-100%,75-100%
8744,1,0.3603483421322901,42,среднее,1,женат / замужем,0,F,сотрудник,0,76486.97011878288,образование,0,0-25%,3,2,50-75%,50-75%
8745,1,34.29208906170385,53,среднее,1,в разводе,3,F,пенсионер,0,222331.76227229976,жильё,3,75-100%,0,0,75-100%,75-100%
8746,0,0.05671162891003122,58,среднее,1,гражданский брак,1,M,сотрудник,0,225933.6149261648,свадьба,1,75-100%,0,3,75-100%,0-25%
8747,1,0.08309398739885784,26,среднее,1,женат / замужем,0,F,сотрудник,0,124875.14701144375,образование,0,25-50%,1,2,0-25%,0-25%
8749,1,0.06906684157252965,38,среднее,1,женат / замужем,0,M,сотрудник,0,245258.78239214327,жильё,0,75-100%,0,0,25-50%,0-25%
8750,1,0.010863614775237989,34,высшее,0,гражданский брак,1,M,сотрудник,0,211921.1644461709,свадьба,1,75-100%,0,3,25-50%,0-25%
8751,0,0.1331169954720675,59,высшее,0,гражданский брак,1,M,сотрудник,0,199707.2055169712,свадьба,1,50-75%,2,3,75-100%,25-50%
8753,0,32.802203134040845,52,среднее,1,гражданский брак,1,F,пенсионер,0,124293.9340767494,свадьба,1,25-50%,1,3,50-75%,75-100%
8754,2,0.0732812750511686,37,среднее,1,гражданский брак,1,F,сотрудник,0,139542.1932206644,свадьба,1,25-50%,1,3,25-50%,0-25%
8755,1,0.16644275240602088,30,среднее,1,Не женат / не замужем,4,M,сотрудник,0,223956.8866238784,образование,4,75-100%,0,2,0-25%,25-50%
8756,0,0.04129854495025557,43,среднее,1,гражданский брак,1,F,компаньон,0,201252.8301378247,свадьба,1,50-75%,2,3,50-75%,0-25%
8757,0,0.09377418992064696,44,среднее,1,гражданский брак,1,F,сотрудник,0,101447.19217353406,свадьба,1,0-25%,3,3,50-75%,25-50%
8758,3,0.042868990285533946,32,неоконченное высшее,2,гражданский брак,1,F,сотрудник,1,263633.0612729816,автомобиль,1,75-100%,0,1,0-25%,0-25%
8759,2,0.2933359489768019,26,среднее,1,женат / замужем,0,F,компаньон,0,256673.61107069135,жильё,0,75-100%,0,0,0-25%,50-75%
8760,1,0.27311217327242454,34,высшее,0,гражданский брак,1,M,компаньон,0,232380.73716652268,свадьба,1,75-100%,0,3,25-50%,50-75%
8761,2,0.05570091495286982,28,высшее,0,женат / замужем,0,M,компаньон,0,226256.49521970184,жильё,0,75-100%,0,0,0-25%,0-25%
8762,0,0.012650535532674789,59,высшее,0,гражданский брак,1,F,компаньон,0,293672.58481198136,свадьба,1,75-100%,0,3,75-100%,0-25%
8763,0,0.012542808560168695,24,среднее,1,Не женат / не замужем,4,F,сотрудник,0,90878.802310978,автомобиль,4,0-25%,3,1,0-25%,0-25%
8764,0,0.06605710585577093,44,среднее,1,женат / замужем,0,M,компаньон,0,175544.9573069347,жильё,0,50-75%,2,0,50-75%,0-25%
8765,0,0.7868051191472063,72,высшее,0,в разводе,3,F,компаньон,0,168429.65369596516,жильё,3,50-75%,2,0,75-100%,75-100%
8768,0,0.04344075368321461,38,среднее,1,женат / замужем,0,M,сотрудник,1,127691.84872995724,жильё,0,25-50%,1,0,25-50%,0-25%
8769,2,0.3088391525672084,27,среднее,1,женат / замужем,0,M,компаньон,0,489226.9489223329,жильё,0,75-100%,0,0,0-25%,50-75%
8770,0,0.30490876138970063,49,среднее,1,вдовец / вдова,2,F,сотрудник,0,258636.6006116841,образование,2,75-100%,0,2,50-75%,50-75%
8771,0,0.10109494530406526,41,среднее,1,гражданский брак,1,F,сотрудник,0,174470.52741442033,жильё,1,50-75%,2,0,25-50%,25-50%
8772,0,36.044048601378265,62,среднее,1,вдовец / вдова,2,F,пенсионер,0,218928.1937185096,жильё,2,75-100%,0,0,75-100%,75-100%
8773,0,0.3915396665334537,57,высшее,0,женат / замужем,0,F,госслужащий,0,211569.705654375,автомобиль,0,75-100%,0,1,75-100%,50-75%
8774,1,0.151200840184662,43,среднее,1,в разводе,3,M,сотрудник,0,135607.17454393645,автомобиль,3,25-50%,1,1,50-75%,25-50%
8775,0,0.23756339972883697,58,среднее,1,в разводе,3,F,сотрудник,0,216922.1275727828,жильё,3,75-100%,0,0,75-100%,50-75%
8776,0,0.22792255884064008,33,среднее,1,Не женат / не замужем,4,F,компаньон,0,187731.7178837256,автомобиль,4,50-75%,2,1,25-50%,50-75%
8777,0,0.06253150506817723,31,высшее,0,Не женат / не замужем,4,F,компаньон,0,290447.9933638553,образование,4,75-100%,0,2,0-25%,0-25%
8778,0,36.058857223467285,57,среднее,1,Не женат / не замужем,4,F,пенсионер,0,149613.08646264687,образование,4,50-75%,2,2,75-100%,75-100%
8779,0,1.0049801958697282,52,среднее,1,женат / замужем,0,F,компаньон,0,115298.97567620904,жильё,0,25-50%,1,0,50-75%,75-100%
8780,0,0.349581709700179,30,среднее,1,женат / замужем,0,F,сотрудник,0,286074.43085900927,автомобиль,0,75-100%,0,1,0-25%,50-75%
8781,0,36.22299642859832,66,среднее,1,вдовец / вдова,2,F,пенсионер,0,96186.39068843125,жильё,2,0-25%,3,0,75-100%,75-100%
8782,1,0.02841857040753631,24,среднее,1,женат / замужем,0,F,сотрудник,0,63033.52967652621,жильё,0,0-25%,3,0,0-25%,0-25%
8783,0,0.7870623994927389,53,высшее,0,гражданский брак,1,F,госслужащий,0,134508.84882051585,свадьба,1,25-50%,1,3,75-100%,75-100%
8784,0,0.043591265771649346,21,среднее,1,женат / замужем,0,M,сотрудник,0,303873.38376746915,образование,0,75-100%,0,2,0-25%,0-25%
8785,1,0.07789757830434993,26,среднее,1,гражданский брак,1,F,сотрудник,1,90264.98031544118,свадьба,1,0-25%,3,3,0-25%,0-25%
8786,0,0.10905711224101973,28,среднее,1,женат / замужем,0,M,сотрудник,0,392513.3509363313,жильё,0,75-100%,0,0,0-25%,25-50%
8787,0,0.13666086361710236,22,среднее,1,Не женат / не замужем,4,F,сотрудник,0,85699.47928997513,автомобиль,4,0-25%,3,1,0-25%,25-50%
8788,0,0.14852426464530682,29,высшее,0,гражданский брак,1,F,сотрудник,0,112409.1865713604,автомобиль,1,25-50%,1,1,0-25%,25-50%
8789,0,0.5411219733654177,55,среднее,1,вдовец / вдова,2,F,сотрудник,0,143953.57216483704,жильё,2,25-50%,1,0,75-100%,75-100%
8790,1,0.033546568585862996,33,среднее,1,женат / замужем,0,M,сотрудник,0,154327.81022481906,образование,0,50-75%,2,2,25-50%,0-25%
8792,0,0.28483994237217725,48,среднее,1,женат / замужем,0,F,сотрудник,0,161483.06074289486,жильё,0,50-75%,2,0,50-75%,50-75%
8793,0,35.16611972818959,57,среднее,1,женат / замужем,0,F,пенсионер,1,196860.6063778711,автомобиль,0,50-75%,2,1,75-100%,75-100%
8794,0,0.19915479484349155,51,высшее,0,гражданский брак,1,M,сотрудник,0,275544.0275393517,свадьба,1,75-100%,0,3,50-75%,25-50%
8795,1,0.021523451213912782,32,среднее,1,женат / замужем,0,M,сотрудник,0,105187.68572538345,жильё,0,25-50%,1,0,0-25%,0-25%
8796,0,0.1472776882679655,32,среднее,1,женат / замужем,0,F,сотрудник,0,156421.72791353337,жильё,0,50-75%,2,0,0-25%,25-50%
8797,1,0.1989871299420649,32,высшее,0,женат / замужем,0,F,сотрудник,0,70162.41670938829,образование,0,0-25%,3,2,0-25%,25-50%
8798,0,0.09107950090554276,29,среднее,1,Не женат / не замужем,4,F,компаньон,0,81979.85027548952,жильё,4,0-25%,3,0,0-25%,25-50%
8799,0,0.3738050668460804,51,среднее,1,женат / замужем,0,F,компаньон,0,145906.62186212008,автомобиль,0,50-75%,2,1,50-75%,50-75%
8800,0,0.07800535714603632,51,среднее,1,женат / замужем,0,F,госслужащий,0,85914.8066553277,жильё,0,0-25%,3,0,50-75%,0-25%
8801,0,34.57342871920717,59,среднее,1,женат / замужем,0,M,пенсионер,0,40549.66503236768,жильё,0,0-25%,3,0,75-100%,75-100%
8802,1,30.894336142507253,64,среднее,1,Не женат / не замужем,4,F,пенсионер,0,134389.31652950775,автомобиль,4,25-50%,1,1,75-100%,75-100%
8803,0,0.283575190848873,37,среднее,1,женат / замужем,0,F,сотрудник,0,296570.8119120876,жильё,0,75-100%,0,0,25-50%,50-75%
8804,2,0.20310480363827918,37,среднее,1,гражданский брак,1,F,сотрудник,1,297180.54322363,жильё,1,75-100%,0,0,25-50%,50-75%
8805,0,0.03221162796806581,34,среднее,1,гражданский брак,1,F,сотрудник,0,126262.6445525066,свадьба,1,25-50%,1,3,25-50%,0-25%
8806,0,0.2630330924566464,31,высшее,0,женат / замужем,0,F,компаньон,1,150877.22805634676,жильё,0,50-75%,2,0,0-25%,50-75%
8807,0,0.02034326955619367,33,высшее,0,женат / замужем,0,M,сотрудник,0,262039.48898264143,автомобиль,0,75-100%,0,1,25-50%,0-25%
8808,2,0.5403798586239336,38,среднее,1,гражданский брак,1,F,сотрудник,0,222049.680094816,свадьба,1,75-100%,0,3,25-50%,75-100%
8809,0,0.08635544564543851,34,среднее,1,женат / замужем,0,F,сотрудник,0,96418.36737505674,жильё,0,0-25%,3,0,25-50%,25-50%
8810,1,0.17642184550594284,45,среднее,1,женат / замужем,0,F,сотрудник,1,65377.67311362848,жильё,0,0-25%,3,0,50-75%,25-50%
8811,0,31.478710712742444,60,высшее,0,женат / замужем,0,F,пенсионер,0,181281.7273370921,автомобиль,0,50-75%,2,1,75-100%,75-100%
8812,1,0.15442116262282218,36,среднее,1,женат / замужем,0,F,компаньон,0,131049.01842997065,жильё,0,25-50%,1,0,25-50%,25-50%
8813,0,0.5736882292946048,65,среднее,1,женат / замужем,0,M,госслужащий,0,211352.8828639171,жильё,0,75-100%,0,0,75-100%,75-100%
8814,0,32.669827649995895,55,среднее,1,в разводе,3,F,пенсионер,0,42866.75981902321,автомобиль,3,0-25%,3,1,75-100%,75-100%
8815,0,0.04504797517020975,22,неоконченное высшее,2,женат / замужем,0,F,сотрудник,0,92764.22362842434,образование,0,0-25%,3,2,0-25%,0-25%
8816,1,0.07900151883187326,39,среднее,1,женат / замужем,0,F,госслужащий,1,123908.21776461712,жильё,0,25-50%,1,0,25-50%,0-25%
8818,0,0.10012334680095822,29,высшее,0,Не женат / не замужем,4,M,компаньон,0,447750.1572850733,жильё,4,75-100%,0,0,0-25%,25-50%
8819,0,0.11906874865580008,22,среднее,1,женат / замужем,0,M,сотрудник,0,119069.31657864744,жильё,0,25-50%,1,0,0-25%,25-50%
8820,0,0.09816155318119964,43,среднее,1,женат / замужем,0,M,компаньон,0,132459.84064953995,образование,0,25-50%,1,2,50-75%,25-50%
8821,0,0.4011498682776636,52,среднее,1,женат / замужем,0,F,сотрудник,0,180529.664261942,автомобиль,0,50-75%,2,1,50-75%,50-75%
8822,0,35.660638498438054,68,среднее,1,женат / замужем,0,M,пенсионер,1,148300.52229016938,образование,0,50-75%,2,2,75-100%,75-100%
8823,0,0.030439026709109945,30,среднее,1,женат / замужем,0,M,сотрудник,0,202513.8933157692,жильё,0,50-75%,2,0,0-25%,0-25%
8824,0,35.451228775579544,56,среднее,1,женат / замужем,0,F,пенсионер,0,133880.3661242108,жильё,0,25-50%,1,0,75-100%,75-100%
8825,0,33.06155068745314,62,среднее,1,женат / замужем,0,M,пенсионер,0,205117.99881579512,жильё,0,75-100%,0,0,75-100%,75-100%
8826,0,0.2475173442414902,40,среднее,1,гражданский брак,1,F,компаньон,0,175255.04750833404,образование,1,50-75%,2,2,25-50%,50-75%
8827,1,0.04712788017910247,45,среднее,1,женат / замужем,0,F,компаньон,0,103257.42124058904,автомобиль,0,25-50%,1,1,50-75%,0-25%
8828,0,31.788813401977578,60,среднее,1,гражданский брак,1,F,пенсионер,0,112655.59405183734,свадьба,1,25-50%,1,3,75-100%,75-100%
8829,0,0.032863524271484375,56,среднее,1,женат / замужем,0,M,госслужащий,0,187323.5744846829,жильё,0,50-75%,2,0,75-100%,0-25%
8830,0,0.08689683139387394,56,среднее,1,гражданский брак,1,F,сотрудник,0,157652.07993727978,автомобиль,1,50-75%,2,1,75-100%,25-50%
8831,1,0.4676044077927408,49,среднее,1,женат / замужем,0,F,сотрудник,0,195842.25379348185,образование,0,50-75%,2,2,50-75%,50-75%
8832,2,0.6402819657473701,46,высшее,0,женат / замужем,0,F,госслужащий,0,127883.62384350695,автомобиль,0,25-50%,1,1,50-75%,75-100%
8833,0,1.1521416887057478,53,среднее,1,женат / замужем,0,F,сотрудник,0,168215.32966458835,образование,0,50-75%,2,2,75-100%,75-100%
8836,0,0.06510839867931867,29,высшее,0,Не женат / не замужем,4,F,компаньон,0,131028.02430592384,жильё,4,25-50%,1,0,0-25%,0-25%
8837,0,0.0919706786105169,57,среднее,1,женат / замужем,0,F,сотрудник,0,194272.9487661699,образование,0,50-75%,2,2,75-100%,25-50%
8838,0,0.5355859078129664,49,высшее,0,женат / замужем,0,F,госслужащий,0,188088.80386620987,жильё,0,50-75%,2,0,50-75%,75-100%
8839,0,33.617235509952074,58,среднее,1,гражданский брак,1,F,пенсионер,0,58611.03099856435,жильё,1,0-25%,3,0,75-100%,75-100%
8840,1,31.360160521408414,59,высшее,0,женат / замужем,0,F,пенсионер,0,130064.31150861742,автомобиль,0,25-50%,1,1,75-100%,75-100%
8843,1,0.13886874058540483,42,среднее,1,гражданский брак,1,F,госслужащий,0,130449.26215689318,свадьба,1,25-50%,1,3,50-75%,25-50%
8844,3,0.07638263450871957,33,среднее,1,женат / замужем,0,M,компаньон,0,445294.718626604,автомобиль,0,75-100%,0,1,25-50%,0-25%
